ID,Name,Country,First Name,Last Name
13081,Lux0,Denmark,Kristian,Banjas
13082,pokyZz,Czech Republic,Vät,Pokornä
13083,lui,Poland,,
13084,kicks,Sweden,,
13085,TAI,Russia,,
13086,kOS,Russia,,
13087,f0rest,Russia,,
13088,fURI,Russia,,
13089,Shelby,Russia,,
13090,QZIANNN,France,Gwendal,Pieds
13091,Elect,France,,
13092,LowaN,Belgium,,
13093,DeaTh,Spain,Ra̼l,Jordłn Nieto
13094,Vasili,Spain,Javier,Hu̩lamo Gracia
13095,feR,Spain,H̩ctor,Fernłndez
13096,polakls,Argentina,Federico,Protas
13097,beast,Argentina,Julian,Lauandos
13098,LittlesataN,Spain,Daniel,Carrodeaguas Martin
13099,Zeld,Spain,Miguel,Navarro Vives
13100,Flyingmice,Hong Kong,ShingHim,Cheung
13101,Svbb,Hong Kong,KaShing,Yeung
13102,Despair,China,HaoZhi,Xie
13103,lollipopk,China,LiHui,Feng
13104,pikatwist,China,LuXi,Wang
13105,reverie,China,HuiFeng,Xu
13106,Aee1essN,China,ZhiPeng,Yao
13107,MiniKt,China,JunKai,Li
13108,imquattroporte,China,RiGua,Yu
13109,rascal.K,China,ZhenZheng,Ding
13110,YX,China,XiaoDong,Ge
13111,Xiatian,China,Tian,Xia
13112,hyper_M,China,Dong,Su
13113,sad,Russia,Aidar,Safin
13114,funny,Russia,Adel,Galeev
13115,Sephiroth,China,Xi&apos;Ao,Su 
13116,miget,China,Yong,Jiang
13117,MMBY,China,Hao,Rui
13118,Hedevilro,China,Jie,Zhang
13119,Koma,China,JiaJu,Bian
13120,faith,China,Zhuo,Cao
13121,Tw1n,Ukraine,Andrey,Artyukh
13122,kizz,Russia,Vladislav,Leukhin
13123,MOONBOW,China,Meng,Long
13124,Leh,Poland,Pawel,Lehmann
13125,MooN,Germany,Marcel,Hupp
13126,IamSan,Germany,Alexander,Anissimov
13127,Trashhero,Germany,Gunnar,Läbbermann
13128,DrewiN,Germany,Tim,Fiege
13129,TurboDrake,Iceland,Thorir,Vidarsson
13130,miNideGreez,Iceland,Karl,Holgerson
13131,EddezeNNN,Iceland,Edvard,Heimisson
13132,byyytheway,Iceland,Lukas,Daniel
13133,Kanvy,United States,William,Gooch
13134,treblenaX,United States,Elbert,Cheng
13135,something,United States,Waleed,Ali
13136,Krazy,United States,Aaron,Kirkpatrick
13137,SLyCE,France,Mickael,Granglade
13138,Maka,France,Bryan,Canda
13139,Chaka,France,Emile,Exbrayat
13140,Skyyart,France,Willy,Diaz
13141,LnR,France,Lionel,Riviere
13142,CrasheR,Sweden,Robin,Engstr̦m
13143,forcetolive,Sweden,Lucas,Alexandersson
13144,|F|oxeyyy,Sweden,Sezar,Altonchi
13145,aesthetic,United States,Amos,Jun
13146,cj,Canada,Carlos,Acosta
13147,brieF,Denmark,Nicklas,Jłrgensen
13148,Radifaction,Norway,Haakon,Tholo
13149,freddah,Norway,Fredrik,Sätherbakken
13150,zeon,Norway,Grant,Stian Stueland
13151,Thor,Norway,Wojciech,Prächniak
13152,Luke,Taiwan,Luke,Tseng
13153,HPR,Australia,Liam,Miller
13154,t0niac,Australia,Tony,Kok
13155,Speed4k,Russia,Anton,Titov
13156,RuFire,Russia,Alexey,Burakov
13157,Jerry,Russia,Andrey,Mekhryakov
13158,heyroman,Russia,Roman,Dadashbekov
13159,cathal,Russia,Alexey,Obuhov
13160,dmg,Russia,Denis,Kruchinin
13161,bDOZ,Russia,Dmitriy,Svetlov
13162,paredao,Brazil,Richard,Kriemann
13163,yimi,Argentina,Leonardo,Fuentes
13164,plushkin,Russia,Pavel,Lapin
13165,appen,Ukraine,Eugene,Eroshenko
13166,MistikyM,Belarus,Viktor,Seredich
13167,snp,Brazil,Felipe,Felchilcher
13168,RamiN,Australia,Ramin,Dinkha
13169,AronOlafs,Iceland,Aron,łlafsson
13170,kwezz,Denmark,Oliver-Bent,Rasmussen
13171,blaq,Denmark,Andreas,Elversłe
13172,Streak2k10,Denmark,Claus,Sandal
13173,khurii,Denmark,Joulian,Khury
13174,flawless,Sweden,Adam,Gustafsson
13175,omba,Sweden,Omar,Basic
13176,Axed,United States,Thomas,Ryan
13177,stellar,United States,Brenden,McGrath
13178,dizzywi,United States,Coby,Meadows
13179,REZU,United States,Jeff,Ngo
13180,Texan,United States,Austin,Wayne Womble
13181,Dewey,United States,Andrew,Sanchez
13182,xCeeD,United States,Jack,Holiman
13183,KLUMZ,United States,Toryon,Kelley
13184,Tesquo,United Kingdom,Josh,Faulkner
13185,Hunter,United States,Joshua,Madore
13186,Hydrex,United States,Cameron,Kern
13187,far,United States,Campbell,Walsh
13188,Zellsis,United States,Jordan,Montemurro
13189,knarf,United States,Frank,Casaudoumecq
13190,dns,Lithuania,Kornelijus,Samuolis
13191,Densick,Lithuania,Daniel,Pałkevił
13192,PointGuard,Lithuania,Justinas,Leganovił
13193,Prochas,Lithuania,Tomas,Prochorenko
13194,nv,Lithuania,Nerijus,Vasiliauskas
13195,JLEET,United States,James,Li
13196,poised,Canada,Kevin,Ngo
13197,Laski,United States,Leonardo,Arroyo
13198,juice,United States,Adam,Sar
13199,pibeng,China,JingWei,Wang
13200,leekao,China,Licao,Li
13201,Ar1s,China,ShiJun,Wei
13202,grove,China,Hang,Zhao
13203,Pishila,Sweden,Akam,Sirwan
13204,high life,Latvia,Ralfs,łbols
13205,CokeA,France,Henri,Martin
13206,K4NE,France,Arthur,Belkhayat
13207,BENJYY,France,Benjamin,Pernot
13208,J4CK,United Kingdom,Jack,Slosmanis
13209,kpäz,United Kingdom,Jack,Pragnell
13210,neph,United Kingdom,Josh,Munro
13211,Trakt,Norway,Kevin,H̴konsen Jensaas
13212,teo,Norway,Theodor,Lindtveit
13213,Winsum,United States,Ryan,Johns
13214,Bagel,United States,Jordan,Primo
13215,T1ZZy,United States,Tyler,Balthrop
13216,Hentaii,United States,Hunter,Cheely
13217,JTR,United States,Jack,Stephens
13218,PRDTR,United States,Yan,Davtian
13219,ArcticLights,United States,Bailey,Danseglio
13220,flutie,United States,Sam,LaMonto
13221,Loner,United States,Karac,Hammond
13222,CJack,United States,Colby,Tyler
13223,Dredar,United States,,
13224,Mokee,United States,Kyle,Brooks
13225,pfitter,United States,Devon,Self
13226,Gundown,United States,Logan,
13227,cp2,United States,Chuck,Proud
13228,Voltage,United States,Logan,Long
13229,Snakes,United States,Ryan,Amann
13230,motm,United States,Ian,Hardy
13231,PBM,United States,Paul,Martin
13232,tconnors,United States,Thomas,Connors
13233,Hyper,United States,Tanner,Sexton
13234,Akathevirus,United States,Austin,Beggs
13235,L0NER,United States,Jacob,Webster
13236,TerroR,United States,,
13237,AidreN,Philippines,Andrei,Catangay
13238,PTC,Thailand,Kitikawin,Rattanasukol
13239,Qikert,Kazakhstan,Alexey,Golubev
13240,Lacki,Kazakhstan,Viktor,Boldyrev
13241,poem,Japan,Shibasaki,Yumeki
13242,t4k3J,Japan,Takemori,Shogo
13243,smL,Canada,Samuel,Bertrand
13244,mcs,United States,Chase,Sullivan
13245,k00k,United States,Jeremy,Lincoln
13246,will,Canada,William,Cheng
13247,Rich,United States,Rich,Sylvestri
13248,Spriggals,United States,Christopher,Spriggs
13249,oSee,United States,Josh,Ohm
13250,ben1337,United States,Ben,Smith
13251,BishUP,United States,Bishop,Dawson
13252,Uniting,United States,Walker,Webster
13253,byr,United States,Brocklyn,Boylan
13254,TenZ,Canada,Tyson,Ngo
13255,p2,United States,Mike,Ferreira
13256,isp,United States,Ian,Pankoke
13257,dVeeN,United States,Derek,Vander Veen
13258,klumzy,United States,Al,Iadevaia
13259,SillyAwpers,United States,Michael,Lee
13260,mizoo,United States,Lonnie,Tran
13261,tweiss,United States,Tyler,Weiss
13262,guanyu,United States,Joe,Nguyen
13263,flAme,Kazakhstan,Omar,Seidov
13264,pienix,Poland,Wojciech,Piełkowski
13265,JaKu,Poland,Szymon,Maciłg
13266,Mopsim,Poland,Michał,Bombik
13267,elias,Russia,Nikolai,Sokolov
13268,hawkjazz,United States,Nick,Hawkins
13269,WLTR,Sweden,Alexander,Walter
13270,PaG3,Finland,Paavo,Voutilainen
13271,jETSKUEE,Finland,Jesse,Korpi
13272,fekkegudN,Sweden,Filip,Yttergren
13273,Ace,United States,Brandon,Winn
13274,Buju,United States,Uriel,Garcia
13275,vinh_ps,United States,Vinh,Ta
13276,yost,United States,Derrick,Nakano
13277,alexG,United States,Alexander,Gonzales
13278,crashies,United States,Austin,Roberts
13279,ANASTAZE,Russia,Abramkin,Nikita
13280,TiGER,Russia,Eduard,Kara
13281,Elian,Russia,Aleksey,Gusev
13282,redhide,Russia,Danila,Demidov
13283,n0iZ,United States,Yura,Babalaryan
13284,trk8,Brazil,Thiago,Sampaio
13285,Will1,Brazil,Williams,Saboia
13286,SS,Brazil,Renan,Morateli
13287,bnc,Brazil,Pedro,Mendes
13288,fra,Brazil,Matheus,Fragozo
13289,lean,Brazil,Leandro,Neves
13290,Demonos,Brazil,Brunno,Näbrega
13291,phs2,Brazil,Paulo,Henrique
13292,Spit,Brazil,Douglas,Franco
13293,fiva,Brazil,Victor,Carvalho
13294,rock,Brazil,Felipe,Guse
13295,Dolzy,Canada,Jake,Amendola
13296,kevzy,Sweden,Kevin,Nilsson
13297,ZINKEN,Sweden,Gustav,Bj̦rk
13298,AlekS,Sweden,Alexander,Andersson
13299,FIEND,Denmark,Rasmus,Husted
13300,Farlig,Denmark,Asger,Jensen
13301,k0pe,Denmark,Kristian,Błndergaard
13302,kalleW,Denmark,Kalle,Wädele
13303,Muk,Denmark,Christoffer,Lykke
13304,Mastermind,Norway,Lars,Ove
13305,CD-vitamin,Norway,Bakar,Krasavchik
13306,sterben,Turkey,Emre,Demirci
13307,Strings,United States,Blake,Stringer
13308,Kasper,Norway,Kasper,Lłvold
13309,PureR,United States,Bryce,L.
13310,DRAG0Nx1,United States,Kelby,Mcglothlin
13311,korkej,Norway,Martin,Kroken
13312,lezark,Iceland,Sigurjän-Fannar,Sigur̡sson
13313,NarrdiaN,Iceland,́rni-Arnar,Sämundsson
13314,dejjsan,Iceland,Sverrir,Birkisson
13315,Tonder,Australia,Samuel,Grigg
13316,Senyour,Australia,Ethan,Summerville
13317,Aaron,Hungary,́ron,Homoki
13318,er9k,Hungary,Erik,Koncsok
13319,FIFI,Hungary,Marcell,Nemes
13320,LS,United Kingdom,Liam,Scotter
13321,Astroo,United Kingdom,Sam,Gresham
13322,JD,United Kingdom,Josh,Denham
13323,neyroleptika,Russia,Natalya,Sukhova
13324,milk,United States,Kiara,Makua
13325,athxna,Canada,Mirna,Noureldin
13326,Bouchard,Canada,Julie,Bouchard
13327,chubbii,United States,Thy,Dang
13328,Naomi,United States,Naomi,Sauvola
13329,ProMise9k,United States,Lily,Chen
13330,gGoldie,United States,,
13331,SubbyZ23,United States,,
13332,Alphacolt,United States,,
13333,4MPL1FY,United States,,
13334,friskybanana,United States,,
13335,buffdaddy,United States,,
13336,axemen,United States,,
13337,Hoppin,United States,,
13338,BioticRain,United States,Jason,Sung
13339,JamezIRL,United States,James,Macaulay
13340,KiLLkiNg12,United States,,
13341,huckLeberry,United States,Bryce,Beshore
13342,Sasquatch,United States,,
13343,wrsrule,United States,Ryan,Hatcher
13344,mephyx,France,Samuel,Glacet 
13345,JPOW,United States,,
13346,ThurnisHaley,United States,,
13347,Bathtub,United States,,
13348,joobs,Australia,Tim,Packham
13349,KaDaZ,Denmark,Dennis,Madsen
13350,Agonibb,China,HongSong,Guan
13351,JXRwOwyeah,China,XingRui,Jin
13352,THE BOSS,China,YanJie,Wang
13353,xiaoye,China,KeHong,Ji
13354,zER0b0y,Denmark,Albert,Värum Mikkelsen
13355,r1kS,Norway,Adrian,Riksfjord
13356,7Rin,Norway,Severin,Byrknes
13357,Spezle,Norway,Joacim,Solbakken
13358,Timber,Norway,H̴kon,Hjorth Minde
13359,zentic,Denmark,Steven,Kieler
13360,LeffeN,Denmark,Steffen,Hyldgaard
13361,tabz,Sweden,Simon,Feldt
13362,Luggeluring,Sweden,Lucas,Grahn
13363,Hex,Macedonia,Martin,Angeleski
13364,farmak,Macedonia,Filip,Farmakoski
13365,KiKO,Macedonia,Kristijan,Stojmanovski
13366,nikAc,Macedonia,Nikolce,Naumoski
13367,death reaper,Macedonia,Bojan,Shavganovski
13368,duksi,Macedonia,Dułan,Kaceski
13369,etw,Macedonia,Aleksandar,Vasileski
13370,PESTYY,Macedonia,Amir,Azizi
13371,undead,Macedonia,Veton,Muaremi
13372,Tonkiz,Macedonia,Ariton,Mustafi
13373,DSK,Macedonia,Dervish,Skenderi
13374,virus,Macedonia,Labinot,Bejtulla
13375,jerk,Canada,Justin,Milani
13376,DreamZ,United States,Brian,Bazinet
13377,Faust1g,United States,Bryce,Belanger
13378,Tealblast,United States,Brandon,Duffy
13379,WEGO,Canada,Ethan,Christie
13380,KLiXz,United States,Kirill,Lysiuk
13381,C0M,United States,Corbin,Lee
13382,phx,Canada,,
13383,Coda,United States,Ryan,Sanders
13384,Siphon,United States,Joey,Turnipseed
13385,Huston,United States,Stephen,Huston
13386,Resonate,United States,Brendan,Wehrle
13387,xelfer,United States,Jeff,Derwa
13388,challenger,United States,Marcio,Parker
13389,TheResolve,United States,Ammar,Khan
13390,koL,United States,Gabor,Mechtler
13391,Tex,United States,Ian,Botsch
13392,lawnmowr,United States,Jorge,Puma
13393,myStylez,United Kingdom,Christian,Hart
13394,Euxxy,Australia,Nathan,Lightfoot
13395,jleh,Finland,Jani,Lehto
13396,Hoody,Finland,Aaro,Peltokangas
13397,Wires,Finland,Micke,Wires
13398,Aabelii,Finland,Aapeli,Mäkelä
13399,Chipo,Finland,Mikko,Koivula
13400,SAAGA,Finland,Saku,Kuisma
13401,fegu,Finland,Felix,łstr̦m
13402,sNOBI,Finland,Topi,Hartikka
13403,crocka,Finland,Jesse,Eloranta
13404,ile,Finland,Iikka,Nuotio
13405,BekSih,Finland,Joel,Lempa
13406,Jere,Finland,Jere,Holopainen
13407,Bliz,Finland,Kristian,Tulonen
13408,jope,Finland,Joel,Ikonen
13409,LOKO,Finland,Joonas,Juuso
13410,albert,Finland,Aleksi,Järvinen
13411,RobiNasTy,France,Robin,Perret
13412,blitzeN,France,Anthony,Boquillard
13413,syn7ex,Iceland,Da̡i,łlason
13414,Jummi,Finland,Jyri,Kärkkäinen
13415,LonkiZ,Finland,Long,Nguyen
13416,Rolle,Finland,Roope,Takala
13417,hEEROUS,Finland,Jonni,Lampinen
13418,Schumi,Finland,Juho,Suutari
13419,Takktak,France,Vincent,Vacher
13420,hEADZ,France,Mehdi,T.
13421,Adlane,France,Adlane,Mokrani
13422,LAAH,France,Julien,Auffret
13423,DARKY,France,Cl̩ment,Callens
13424,Medlines,France,Aline,D̩Nervaud
13425,foxi,France,Thomas,Perrin
13426,Mich0n,France,Alex,Michon
13427,MAESK,Turkey,Ułur,Demir
13428,Snodz,United Kingdom,Alex,Byfield
13429,proven,Canada,Isaac,Provencher
13430,pAnicKoW,Brazil,Dyogo,Paniago
13431,dk,Brazil,David,Almeida
13432,dabliw,Brazil,David,Nunes
13433,goncho,Argentina,Gonzalo,Banzas
13434,RN,Indonesia,Reno,Lie
13435,Samuelsson,Sweden,Andreas,Samuelsson
13436,dead,Brazil,Ricardo,Sinigaglia
13437,peacemaker,Brazil,Luis,Tadeu
13438,Mattsanoodle,United States,Matt,Tran
13439,sarina,Australia,Sarina,Bruno
13440,Bunny,Australia,Christine,Jenkins
13441,Maddu,Australia,Madeline,Barnard
13442,cAra,Australia,Caralina,Eang
13443,Raizy,China,Yukie,Su
13444,Jsmai,Australia,Jasmine,Nguyen
13445,linhdt,Australia,Ellesha,Tran
13446,Rapunzel,Australia,Tee,Nguyen
13447,Peachy,New Zealand,Liqi,Lin
13448,Jess,Australia,Jess,Tran
13449,RoSeY,Norway,Jasmeet,Gill
13450,Grande,Norway,Sindre,Grande
13451,ryyd,Finland,Eetu,Haavikko
13452,ZIMBU,Finland,Jari,Koivumäki
13453,floW,Finland,Janne,Juopperi
13454,ZEIEI,Finland,Juho,Ahonen
13455,KIZMO,Finland,Arttu,Rantala
13456,veazyWARL0CKk,Iceland,Valur,Marvin
13457,stebbiC0C0,Iceland,Stefłn,Gu̡jänsson
13458,klassy,Iceland,E̡vald,Sigurvaldsson
13459,Hyperactiive,Iceland,David,Gu̡mundsson
13460,vOrtex,Thailand,Inthad,Thassaneephab
13461,wannafly,Thailand,Jirayu,Meesuk
13462,topkek,Bulgaria,Stanimir,Pelitev
13463,OS,Bulgaria,Valentino,Angelov
13464,imp,Bulgaria,Martin,Kuyumdjiev
13465,t1lt,Bulgaria,Georgi,Boychev
13466,denis2k,Bulgaria,Denislav,Dimitrov 
13467,j9,Thailand,Phaiboon,Saengsermsub
13468,kstyle,United States,Kevin,Mroczkowski
13469,Jahoob,United States,Jacob,Weingart
13470,Tr4kZ,United States,Eric,Alberts
13471,Skywalker,United States,Sahej,Dhillon
13472,Hayes,United States,Aryan,Ashrafi
13473,Fiziq,United States,Lucas,Blow
13474,Tony,Vietnam,Nam,Anh Tran
13475,Taz,Malaysia,Taschvind,Jayasielan
13476,d4v41,Malaysia,Ahmad,Khalish Rusyaidee Bin Nordin
13477,kabale,Malaysia,Harith,Asmady
13478,king,Chile,Francisco,Aravena
13479,malik,Russia,Artyom,Arhipov
13480,ht-,Chile,Ivan,Gallardo
13481,nco,Chile,Nicolas,Sep̼lveda
13482,asL,Chile,Jose,Fernłndez
13483,Kriegs,Chile,Juan-Jose,Lozano
13484,pablEt,Chile,Pablo,Lagos
13485,Johnny Cash,Chile,Elias,Campos
13486,bARt,Chile,Javier,Bailey
13487,espi,Chile,Daniel,Puentes
13488,akz,Chile,Roberto,Videla
13489,getSUM,United States,Nathan,Huntsman
13490,Kishi-San,Vietnam,Huy,Ngo Truong
13491,Kaiser,Vietnam,Tung,Nguyen Thanh
13492,stalker398,Vietnam,Kha,Phan Tuan
13493,PaPa,Kazakhstan,Artyom,Kan
13494,ToMi,Philippines,Arvin,Lim
13495,denya,Canada,Denis,Kosogov
13496,broox,Canada,Jean-David,Boucher
13497,Lucky,France,Lucas,Chastang
13498,maoaN,Germany,Nick,Kreft
13499,Kevkaa,Germany,Kevin,Lifka
13500,BRQN,Greece,Thanasis,Moutsios
13501,MoiZzZ,Greece,Fotis,Dinakis
13502,Deliver,Norway,Amin,Zadeh
13503,Misation,Norway,Simen,Kristoffer Svalland Hellesfjord 
13504,luther,France,,
13505,Ar,China,SiBo,Qin
13506,nOxii,France,Dylan,Saadi
13507,nvK,France,Mathieu,Lehmann
13508,Malikof,France,Malik,Kofkof
13509,flamby,France,Quentin,Courtois
13510,vanity,United Kingdom,Kyle,Garthwaite
13511,Murdocnen,United States,,
13512,Kroney,United States,,
13513,Rawzy,United States,,
13514,clutch,United States,,
13515,Temperature,United States,Nolan,Pepper
13516,SFClean,United States,Andrew,Jackson
13517,EkujukE,United States,Nicholas,Spano
13518,Freelo,United States,,
13519,Ensane,United States,,
13520,becker,United States,Calvin,Becker
13521,Reality,United States,Riley,Fusch
13522,Codey,United States,Codey,Ho
13523,X23,United States,Amir,Khair
13524,cHEEtur,United States,Emanual,Sifuentes
13525,SKYdrake,Thailand,Pitipong,Pinwattanachai
13526,Akino,Thailand,Teerapat,Jinyong
13527,MYM,Thailand,Piyangoon,Kitisin
13528,RAMI,Thailand,Ittikorn,Techaveerapong
13529,Faraday,Thailand,Narusha,Tongdee
13530,M4R777iN,China,Chao,Ma
13531,4yk,China,WeiNan,He
13532,cyan,China,CongYan,Wang
13533,1osst4ux1,China,YuChao,Liu
13534,doomi,Sweden,Hampus,Palmqvist
13535,haeftig,Sweden,Tim,Svensson
13536,SHIFTY,Sweden,William,Andersson
13537,Jujje,Sweden,Linus,Heydorn
13538,MKN,Sweden,Martin,Karlsson
13539,LK,Sweden,Lucas,Kauppi
13540,Skeight,Sweden,Adam,Karlsson
13541,Coco,Sweden,Cornelia,Johansson
13542,Diva,Norway,Elina,Jacobsen
13543,sUPER,Sweden,Sofia,Svensson
13544,MORRAN,Sweden,Elin,Thiele
13545,JackieJay,Sweden,Jaclin̩,Serenban
13546,41,China,SiYuan,Li
13547,3nable,Malaysia,Muhammad-Ridzuan,Hazi
13548,ProjectSolo,Norway,Malin,Schei
13549,PinkANGEEEL,Turkey,Melek,Acar
13550,Kesszike,Hungary,H̩jja,Kłszandrł
13551,S4nj1ca,Serbia,Sanja,Ilił
13552,alikea,France,Alicia,Boina
13553,Miss Rage,Austria,Julia,Kreuzer
13554,sukram,South Africa,Markus,Holland
13555,Voldemordt,South Africa,Morne,Moolman
13556,phoonz,South Africa,Blake,Naude
13557,Blaze,South Africa,Josh,Saunders
13558,Beast,South Africa,Richard,Eales
13559,Rus,South Africa,Johannes,Gerber
13560,jolietoG,Norway,H̴vard,Kristeng̴rd
13561,ptr,Finland,Petri,Ryhänen
13562,pheini,Finland,Daniel,Nyholm
13563,Narfi,Iceland,łlafur,Ottässon
13564,PPOverdose,Thailand,Phakhin,Jaroenthanajinda
13565,KINGb,South Africa,Conner,Laming
13566,CaNNiE,Czech Republic,Hubert,Ludwig
13567,Blogg1s,Czech Republic,Dominik,Janita
13568,AJTT,Czech Republic,Filip,Dolenskä
13569,Valencio,Czech Republic,Vojtłch,Mydlłš
13570,fazen,Slovakia,Ren̩,Szäjjłrtä
13571,MustanG,Hungary,Młrk,Havrłn
13572,Emis2,Latvia,Emłls,Cinłtis
13573,arthles,Latvia,Niks,łlosbergs
13574,MagnetSh0CK,United States,Kyle,Engelman
13575,xizy,United States,Brad,White
13576,pacifist,United States,Brady,Dever
13577,epathy,United States,Noah,Chonjor
13578,Grim,United States,Michael,Wince
13579,Lokier,United States,Derek,Howland
13580,Rightize,United States,Devon,Thibodeau
13581,Trysoft,United States,Brandon,B.
13582,ohkee,United States,,
13583,asxp,United States,Jean,Chikitasilpin
13584,lanhero,Spain,Alex,Suarez
13585,huynh,Canada,Danny,Huynh
13586,retrQ,United States,Alexander,Kadan
13587,flick1B,Peru,Gonzalo,Lajara
13588,impactt,United States,Ethan,Tryon
13589,Spongey,United States,Gabe,Greiner
13590,Input,United States,Mark, Kistler
13591,turner,United States,Kyle,Turner
13592,supahershey,United States,Christian,Pedersen
13593,NoViyy,United States,Samuel,Taylor
13594,0wl,United States,Connor,Street
13595,crazylegs,United States,Bradley,Waddington
13596,jAMMiN,United States,Ben,Mueller
13597,evstyle,United States,Evie,Pena
13598,Teacher K,Vietnam,Khłši,An Nguyłšn
13599,Pooh,Thailand,Narongrit,Sae-hun
13600,hoveRR,Syria,Yasser,Akkad
13601,Subz3r0,United Arab Emirates,Ahmed,Al Nuaimi
13602,nicoodoz,Denmark,Nico,Tamjidi
13603,naD,Vietnam,Dan,Tran
13604,fzaN,United Kingdom,Faizan,Ali
13605,em1N,Sweden,Said,EminMajrbekov
13606,Trollkarlen,Sweden,Oscar,Isaksson
13607,creative,Sweden,Alexander,Svensson
13608,Rebdiwow,Kuwait,Ali,Alrabdi
13609,Faker,Kuwait,Ahmed,Alghanim
13610,raK,Kuwait,Mohamad,Alajmi
13611,wardz,Denmark,Frederik,Berthelsen
13612,Empera,Lebanon,Husain,Chehab
13613,Senpai,Lebanon,Belal,Chehab
13614,Jabz,Lebanon,Omar,Jabbouri
13615,logS,Brazil,Lucas,Salim
13616,agszin,Brazil,Allysson,Saldanha
13617,oFk,Israel,Ofek,Bendit Shabat
13618,BluePho3nix,Israel,Maoz,Paz
13619,Rain,Israel,Ran,Dvir
13620,Jaep,Israel,Erik,Grach
13621,Talco,Israel,Tal,Cohen
13622,shushan,Israel,Shiran,Shushan
13623,LASTONE,Israel,Shahak,Ohbot
13624,hydra,Israel,Anton,Sviridon
13625,Tactus,Israel,Pavel,Troyanovsky
13626,buue,Israel,Netanel,Turnpu
13627,Beik,Norway,Bjłrn-Kristian,Gjertsen
13628,zykes,Norway,Daniel,Jensen
13629,Insane,Israel,Ilan,Troitsyn
13630,Meow,Israel,Gal,Shmulevich
13631,ponkt,Israel,Daniel,Punkt
13632,Fable,Syria,Rami,Sammak
13633,BlackEagle,Syria,Moustafa,Baghdadi
13634,Swagger,Syria,Omar,AlHattab
13635,crony,Syria,Obadah,AlAli
13636,k0de,Jordan,Tareq,Khtantneh
13637,k-lee,Iraq,Qahtan,Alazwie
13638,duum,Brazil,Leonardo,Lopreste
13639,Kid Simom,Brazil,Decio,Almo
13640,FEAR,Norway,Bjłrn,Gjertsen
13641,rhyme,Bosnia and Herzegovina,Emir,Muminovic
13642,CHRONOS,Finland,Nico,Niemenmaa
13643,vMberib,Finland,Valtteri,Torvela
13644,FreDyi,Finland,Teemu,Hallman
13645,dreamer,Finland,Otto,Hämäläinen
13646,Apsod,Norway,Oscar,V̴ge
13647,MaverickZz,Indonesia,Alvincent,Edelyn
13648,confused,Germany,Lucas,Wagner
13649,KrowNii,Germany,Daniel,Michel
13650,Proxy,Germany,Thomas,Kuhn
13651,Belmont,Germany,Maximilian,Engelmann
13652,kab,Germany,Kai,Blust
13653,KALIBR,Sweden,Niclas,łhl̩n
13654,AsaMoa,Sweden,Alec,Hultman
13655,PUNCHRULLE,Sweden,Kenneth,Persson
13656,norrsken,Sweden,Nicklas,W̴̴g
13657,ad3m,Sweden,Adam,Siraj
13658,x3core,Korea,Hyungjin,Ahn
13659,dekano,China,Daxin,Ye
13660,avnrmaestro,Indonesia,Avner,Kadriatama
13661,zxczxc,Indonesia,Riyan,Fiqry
13662,Foscmorc,Indonesia,Augusta,Maulana
13663,koveleh,Sweden,Alex,Karhu
13664,bay,Sweden,Mustafa,Bay
13665,siz,Sweden,Armin,Sukurica
13666,Brollan,Sweden,Ludvig,Brolin
13667,Baltec,Sweden,Rasmus,Torstensson
13668,TheLostGoat,Sweden,Rasmus,Eiderstr̦m Swahn
13669,Jackinho,Sweden,Jack,Str̦m Mattson
13670,nawwk,Sweden,Tim,Jonasson
13671,pewpew,Sweden,Kristoffer,Tasevski
13672,siph,Sweden,Hugo,Lindgren
13673,k0mplex,Sweden,Sebastian,Rolski
13674,Pat ,Netherlands,Patrick,van der Bijl
13675,Xeno,Netherlands,Milo,Gisolf
13676,terexino,Spain,Mark,Laino
13677,ArizoN,Faroe Islands,Aron,Hammer
13678,masE,United Kingdom,Mason,Clarke
13679,nukkye,Lithuania,äygimantas,Chmieliauskas
13680,smiLey,Canada,Somalie,Audet
13681,tw1ggy,United States,Wyatt,Blatt
13682,RENTHUS,Canada,Conrad,Lehner
13683,flip,Canada,Scott,Olsen
13684,GOLA,United States,Brett,Golabek
13685,LaffyTs,United States,William,Robertin
13686,tropiiical,United States,Daniel,Elshani
13687,cbutt,United States,Cody,Backus
13688,Siberia,United States,Jakeb,Bibb
13689,jaychancE,United States,Caleb,Davis
13690,TommyG,Canada,,
13691,Church,United States,Ryan,Church
13692,Hiki,United States,Dylan,O&apos;Kane
13693,Franke19,China,Tao,Deng
13694,Caroline,Poland,Karolina,Maj
13695,iXoRia,Poland,Martyna,Strääyłska
13696,goł,Poland,Małgorzata,Czernecka
13697,Nicci,Sweden,Nicoline,Svensson
13698,Cayrin,Sweden,Carin,Bäckman
13699,J-bird,Sweden,Josefine,Wallen̴
13700,Mtlinden,Sweden,Matilda,Linden
13701,ZchiilA,Sweden,Cecilia,Bj̦rck
13702,ARTeMis,Australia,Jessica,Majrouh
13703,rozey,Netherlands,Roos,Dirks
13704,Sasri,Germany,Sarah,Woldrich
13705,Starbuck,Norway,Jenny,Holth Hartting
13706,Fanny,Sweden,Fanny,Hermansson
13707,Cozmo,Denmark,Emil,Nyeng
13708,Calyp,Denmark,Nickolaj,Carstensen
13709,Justesen,Denmark,Andreas,Justesen
13710,Mattiii,Denmark,Mathias,Christiansen
